,pvalue,weighted_pvalue,log2FoldChange
Ctdnep1,0.005881336,0.005733925,-0.411808231
Rpl21-ps8,0.005917633,0.016168826,-0.814927318
Zc3hc1,0.005931343,0.005430186,-0.371243915
Dffb,0.005942759,0.005295171,-0.312825938
Gm5141,0.005943512,0.005661857,0.795440784
Map7d1,0.00594751,0.005638036,0.350997334
Zfr2,0.005978594,0.006134889,0.83340778
Hmgcr,0.005986804,0.005567121,0.355818879
Psmc4,0.005988649,0.003698604,-0.2393932
C1galt1c1,0.006000209,0.005892893,0.330496158
Fam160b2,0.006015318,0.005498866,0.377598721
Otud4,0.006015128,0.00573772,0.493673946
Atxn2,0.006027664,0.005749678,-0.298416232
Clspn,0.006030357,0.005973631,0.708511339
3110001I22Rik,0.00603804,0.005930047,-0.510085344
Pinx1,0.006051968,0.005995039,-0.347977586
Plod3,0.006060262,0.005977288,0.579293971
BC051226,0.00607892,0.009193721,-1.114252245
Dut,0.00607618,0.005923886,0.388702385
Slc25a10,0.006078522,0.006237428,0.594400636
Mrm1,0.006083495,0.003711726,-0.350208459
Pik3r5,0.006109372,0.003773163,-0.425039109
Urm1,0.006171396,0.006332731,-0.348874225
Agbl5,0.006180691,0.006342269,-0.41908087
Mbnl2,0.00617995,0.005657787,-0.286425446
Atxn7l3b,0.006210735,0.005924306,-0.359779001
Ugp2,0.006223213,0.005688912,0.387203254
Klhdc8b,0.006243472,0.006801974,-0.658165407
Coq7,0.006267039,0.007954469,-0.367866732
Rccd1,0.006265479,0.005582724,-0.430857941
Hspa1a,0.006278124,0.006219068,0.582069254
Gm20300,0.006292036,0.005993866,0.481421381
Qtrt1,0.006307891,0.003848637,-0.334515808
Rpl22l1,0.006306643,0.005771538,-0.433769268
Mir5136,0.006312822,0.009764261,-1.070694222
Dpp7,0.006322809,0.006164334,0.458920088
Arpc5l,0.006335348,0.005800055,-0.343615136
Acox3,0.006345588,0.008183512,0.425555389
Cdv3,0.006355956,0.005810258,-0.376936676
Enpp1,0.00636787,0.006280683,0.383753
Naaa,0.006369472,0.006309557,0.831849941
Gm15411,0.006376443,0.017422438,-0.770497894
Virma,0.006375413,0.006043673,0.315709471
Supv3l1,0.006379405,0.005684235,-0.350653264
Gm5617,0.006381554,0.006321525,-0.544149949
Ahi1,0.006425015,0.006364577,0.414553428
Best1,0.00644703,0.017615303,0.816843337
Kdelc1,0.00644675,0.006386107,0.432096694
Zswim9,0.006449128,0.007026026,0.528874449
Gm43682,0.006473835,0.011031922,0.961764961
Gm10804,0.006480214,0.009800636,1.031948042
Haus8,0.006478619,0.005078493,0.405152661
Smim10l1,0.006486591,0.003957667,0.348203526
Sp110,0.006493505,0.006038301,-0.329828506
Ndufaf7,0.006501888,0.006338924,0.39120522
mt-Nd5,0.006506413,0.004035535,-0.546179136
Rpl37rt,0.006504697,0.008256118,-0.540887211
Cmc2,0.006513295,0.006683568,0.456273012
Rps27rt,0.006511728,0.017792078,-0.694637573
Stx6,0.006528863,0.007581567,-0.323916729
Gm48942,0.006548361,0.007134136,-0.604081164
Nbas,0.006551537,0.005995654,0.4042453
Tsc22d1,0.006570772,0.004009029,-0.635868674
Adamts6,0.006573127,0.008342973,-0.469849643
Tmbim4,0.006576801,0.006018774,0.399856218
Vps8,0.006577073,0.004960051,0.421491819
Cc2d1a,0.006580855,0.007641943,0.233316707
Ftl1,0.006595619,0.00407347,-0.441946003
Gm16299,0.006607822,0.006780566,0.686933856
Zfand2a,0.006613127,0.006045349,-0.507906799
Zfp959,0.006625571,0.006459508,-0.404823109
Sp1,0.00664534,0.006478781,0.467205229
Lsm3,0.006660342,0.006493406,-0.307347758
Fibp,0.006668004,0.006360486,-0.329343747
Klhdc10,0.006678645,0.006559194,0.392911134
Sec11a,0.006690419,0.005800579,-0.276771788
Med24,0.006698794,0.007778898,-0.373875132
Gm17191,0.006708448,0.010376189,-0.908963821
Ltk,0.00671967,0.00665646,1.145686433
Fbxo25,0.00672598,0.006901813,0.474966046
Egln1,0.00673143,0.006259547,0.355379332
Ablim1,0.006739283,0.004179971,-0.342158619
Rad9a,0.006739048,0.008690933,0.4909868
Gm5864,0.006743145,0.010059732,-0.931382759
Rusc1,0.006751311,0.006582096,0.45229023
mt-Nd6,0.006789815,0.006206867,-0.55114195
Flt3l,0.006805235,0.006491388,0.385468928
Slc25a40,0.006834987,0.00701367,0.419834248
Fam53a,0.006837002,0.007939391,-0.266209114
Ap3d1,0.006846203,0.004191784,0.232224154
Tmem201,0.00684794,0.005164323,-0.253025123
Sppl2a,0.006858049,0.007963831,0.265294764
Ubr5,0.006858262,0.004253766,0.412685975
Gm43422,0.00687121,0.01034779,1.235084291
Cnpy3,0.006896582,0.006313869,0.311650062
Rbbp7,0.00692599,0.004393315,-0.306758072
Zfp941,0.00693321,0.010343279,1.286379008
Lmtk2,0.006951519,0.006354688,0.443776996
Cyp2u1,0.006973007,0.011882549,0.931961258
Arv1,0.00697717,0.008893622,-0.462694683
Slc37a2,0.006989994,0.008872083,-0.867731254
Kcnrg,0.006996617,0.019035662,-0.623720435
Slc46a3,0.007010178,0.006914198,0.369887821
Gm5805,0.007019414,0.019179237,-0.855234137
Mtln,0.007052092,0.008989123,-0.5639513
Acaa2,0.007070207,0.006702314,-0.237289335
Xrcc6,0.007079803,0.006471958,-0.371651433
Exoc3,0.007082569,0.006738318,0.240940304
Pdlim7,0.007087577,0.006909933,0.548889285
Uba6,0.007090296,0.00631766,0.426321151
Hddc2,0.007138486,0.007325103,-0.301094765
Gm49405,0.007141999,0.00680355,-0.663009947
Pomt2,0.0071437,0.007330453,0.566427968
Bnip3,0.007147749,0.007334608,0.615690252
Bcl7c,0.007151614,0.007791352,0.472983871
Cox18,0.007153052,0.007025117,-0.303965607
Gm11210,0.007167177,0.010839595,1.035416167
Ranbp10,0.007174829,0.006801492,-0.553955079
Xrn2,0.007178404,0.00445233,-0.441145479
Gm44878,0.00719659,0.011131216,-0.908390332
Arl6,0.007199014,0.019586323,0.918925789
Nelfe,0.007232134,0.006444042,0.371069101
Adcy3,0.007236544,0.006884809,0.320592261
Rab7,0.007236495,0.006274026,0.240871486
Psmd8,0.007241612,0.006278463,-0.276840489
Esm1,0.007261075,0.007910605,1.126771427
Abcf3,0.007275318,0.006921699,0.305459362
Rpgrip1,0.007275216,0.007465407,-0.606622848
Dock7,0.007306775,0.010900582,1.071874777
Ccng1,0.007313752,0.006341007,0.369243006
Cdc42bpg,0.007326491,0.007518023,-0.610408977
Uri1,0.007332776,0.006994599,-0.276296458
Kntc1,0.007366685,0.006166185,-0.849573332
Timm44,0.007364061,0.007024442,-0.314142631
Usp15,0.00736509,0.004509487,0.273183355
Tubb6,0.007373043,0.008032589,0.841999773
Pla2g15,0.007389605,0.00728843,0.839475889
Hps3,0.007436098,0.006797663,0.373458032
Dnaja2,0.007459793,0.004607186,-0.31959565
Ndc1,0.007461646,0.007391457,-0.360093308
Myo9a,0.007475825,0.007342117,0.474425064
Rbmxl1,0.007486703,0.007682423,-0.397053165
Gm13563,0.007496068,0.007140841,-0.614105291
Cul4a,0.007511102,0.006876466,0.389222373
Ntpcr,0.007523707,0.007420696,-0.359196866
Foxj2,0.007535301,0.007143207,0.371291419
Zfp28,0.007544734,0.009576191,0.682404277
Prpf19,0.007602201,0.007206627,-0.626518546
Ssh3,0.007609413,0.020702895,0.883755968
Ddx19a,0.007638062,0.007446621,-0.411178857
Atmin,0.007653884,0.006996751,0.38094467
Rps15a-ps6,0.007659795,0.020839968,-0.753634063
Fcf1,0.007662746,0.00682773,-0.300231177
Dmac2l,0.007679343,0.007607106,0.540490871
Qrich1,0.007687428,0.004768047,-0.258802416
Itgb3,0.007703598,0.007904988,-0.592631931
Prob1,0.007709386,0.013137398,1.099267601
Akt1s1,0.00779463,0.0079984,-0.418670713
Ptprn,0.007837739,0.011692698,-1.099217685
Gm5963,0.007869316,0.012940757,-1.000621557
Plpp5,0.007874699,0.00857912,0.578843194
Ifitm2,0.007897177,0.007822891,1.23553197
Mrpl24,0.007898332,0.007700368,-0.301727094
Cerkl,0.007901997,0.00860886,0.638590831
Mettl22,0.007913572,0.007839132,-0.411934051
Pex11a,0.007912899,0.009232256,0.885297978
Gna15,0.007918138,0.004831098,0.535573102
Pfn2,0.007934461,0.008644228,0.733219187
Necab3,0.007956355,0.013083889,-1.001041066
Rrn3,0.007957327,0.007284988,-0.29153767
Paqr4,0.007971516,0.01016109,0.594259674
Gm26888,0.007981213,0.007906137,0.803112382
Nanos1,0.007982158,0.007872869,0.486838728
Gstt3,0.007987814,0.012029355,0.949023803
Glrx3,0.007992543,0.007314394,-0.305478007
Ddx39,0.007999203,0.004961423,-0.280179794
Gab3,0.008013044,0.007333156,-0.512335655
Slc6a9,0.008032081,0.02194616,0.972834654
Tnfrsf23,0.008040345,0.008759583,-0.607299248
Hsd17b10,0.008060051,0.00718174,-0.316007536
A930029G22Rik,0.00807832,0.006761849,-0.64387403
Mrpl50,0.008093137,0.008304711,-0.302824971
Rap2a,0.008116991,0.008040638,0.460383865
Ankrd44,0.008120481,0.005036644,0.342033515
Nap1l3,0.008134431,0.012302464,1.05012678
Nudt7,0.00814031,0.008868491,0.487184144
Cd3eap,0.008148395,0.007944163,-0.422385477
Ube2d-ps,0.008154494,0.008883944,-0.430195755
Tmem221,0.008166698,0.008380195,-0.514619961
Ankib1,0.008182286,0.007756527,0.349967382
Scyl1,0.008181147,0.007803846,0.275846929
Pes1,0.00818937,0.007615283,-0.258433088
Ica1,0.008197778,0.012679788,1.044326588
Creb3l1,0.008218249,0.01400454,0.684333608
Tmem106b,0.008218633,0.007513012,0.37849766
Pak6,0.008223641,0.008438626,0.843627853
Chac2,0.008227369,0.014020081,-0.688640897
Yae1d1,0.008235441,0.007845175,-0.56696959
Lrba,0.008260306,0.007559438,0.563895893
Gm44243,0.008265976,0.012448256,1.059444602
Rasl12,0.008275412,0.009655212,0.947014207
Ppib,0.008286012,0.007585902,0.285908413
Lpcat3,0.008323199,0.007608601,-0.402019901
Tomm40,0.008322326,0.00627622,-0.286869439
Dcaf7,0.008331221,0.005145382,0.336476226
Prelp,0.008352425,0.013735209,1.205276187
Ing3,0.008359656,0.007974122,-0.484226565
Slc39a8,0.008360918,0.00828227,0.561386925
Cyp17a1,0.008364498,0.013755064,-1.201809226
BC017158,0.008408194,0.00825781,-0.287864357
Gm17055,0.008407737,0.011644016,1.177032382
Arl14ep,0.008426927,0.008647226,0.486799081
C1qtnf6,0.008488338,0.007105049,0.607197957
Ube2e2,0.008532737,0.014031724,-1.092682059
Med11,0.00855325,0.008338871,-0.416484105
A430046D13Rik,0.008575162,0.008799337,0.577748868
Pcyt1b,0.008601509,0.01300887,1.177657169
Pgm2,0.008605934,0.005250744,0.324012519
Sowahc,0.008608621,0.009378694,0.686356575
Carmil1,0.008633509,0.014197441,1.180197327
Hook3,0.008664013,0.007931964,0.259188501
Suclg1,0.008666578,0.008266889,-0.354800551
Fanca,0.008672753,0.011007933,0.521775186
Ctsl,0.008736865,0.007995562,-0.638060096
D2hgdh,0.008757382,0.005343146,-0.322646641
AC157910.4,0.008779383,0.013097486,0.973327833
Phf20,0.008795076,0.00689433,0.269371039
Tnfsf13b,0.008799088,0.008716318,0.953856208
Zfp870,0.008802939,0.014476061,0.880950276
Otub2,0.008809471,0.011181463,0.721046201
Tpd52l2,0.008833383,0.008611982,-0.280708437
Rbm47,0.00886488,0.009657876,1.00861708
Epha3,0.00886804,0.008784621,0.817767267
Ass1,0.008896542,0.011291979,-0.430761076
Hbs1l,0.008902584,0.006713817,-0.33635906
3110082I17Rik,0.008913551,0.007460968,-0.599851657
Gemin6,0.008919967,0.009717891,-0.606464185
Rhbdl3,0.008928256,0.009726921,0.773185235
Gtf2ird1,0.008946096,0.008823609,-0.719329251
Nxnl2,0.008948892,0.014716074,1.061464575
Cbx2,0.008957844,0.009192023,-0.768410863
Cdip1,0.008963413,0.008550034,-0.32736934
Gpr137b-ps,0.008969016,0.009771327,-0.625455698
Osbpl1a,0.008968602,0.0152832,0.835684447
Appl1,0.008994016,0.011599025,0.237521461
Fez2,0.009003051,0.008777398,-0.403643434
Polr3e,0.009020438,0.006802696,-0.304331732
Sacs,0.009024787,0.007074396,0.434145549
1700007L15Rik,0.009079106,0.009891265,-0.697447964
Gm7285,0.00909599,0.008664944,-0.582575336
Bcat2,0.009106956,0.008114563,-0.397019468
Gm16279,0.009111275,0.009349465,-0.600151717
Rap1gds1,0.009125186,0.008485497,-0.305003724
Phf8,0.009130196,0.008709126,0.393762447
Smap1,0.009132901,0.007159146,0.368045867
Traf1,0.009144159,0.007927966,0.356647804
Camkk1,0.009190829,0.009431099,0.499778066
Hspa9,0.009228291,0.008000909,0.261118371
Eid1,0.009234144,0.008227891,0.332670156
Gm23245,0.009257301,0.012820592,-0.705122591
Gmeb2,0.009258234,0.007257392,0.360716513
Rab3gap1,0.00925851,0.00877675,0.2541348
Ulk2,0.009267384,0.008617727,0.423199053
Ube2s,0.009275689,0.008488668,-0.317433093
Armcx1,0.009295436,0.01584015,-1.104424581
Neu1,0.009337391,0.008851527,-0.288976438
Zfp160,0.00935119,0.009263227,0.481048468
Yars2,0.009356548,0.005708716,-0.324253492
B3gat3,0.009391119,0.008958016,0.355987688
Gipc2,0.009396899,0.014018723,1.157426029
Csrp2,0.009401565,0.016021002,0.958444025
Ggact,0.009426438,0.011964552,-0.575854501
Ypel2,0.009454061,0.011030384,-0.83479502
Tfeb,0.009484899,0.005787027,0.434216831
Itga3,0.009487775,0.009735808,0.786466791
Cyp4v3,0.009519837,0.009349571,0.464348823
Ints13,0.009525793,0.011061718,-0.274889333
Itgax,0.009551396,0.00874437,1.051026527
Ankrd29,0.009614838,0.026159043,0.834327881
Zfp738,0.009618655,0.009528176,0.362832656
Chrac1,0.009630449,0.009186308,-0.32027983
Gsta4,0.009639833,0.01642703,-0.935995417
Mapkbp1,0.009643082,0.012291793,0.547213387
Rbm19,0.009641497,0.008590855,-0.36830305
Steap3,0.009635998,0.011242656,-1.029688729
H2afx,0.009671903,0.008854694,-0.268324824
Hdac3,0.009679421,0.00900088,-0.219885377
Eef1e1,0.009684534,0.00590883,-0.344660687
Hbp1,0.009685921,0.009006924,-0.366408576
Iqgap2,0.009708661,0.005944406,0.396255012
Map1lc3b,0.009718438,0.00600213,-0.302106294
Arhgap26,0.009727868,0.012545429,0.477633711
Gm23935,0.009730689,0.009281925,-0.556965898
Gstk1,0.009731979,0.009640434,-0.531584184
Pik3cg,0.009748509,0.011320344,0.471556105
Ryk,0.009783571,0.012417845,0.72577609
Trappc6b,0.009795348,0.008954357,0.282192513
Esam,0.009813933,0.01359148,1.1286664
Prpf38b,0.009828613,0.006070175,-0.315853548
Ikzf2,0.009840942,0.009594288,-0.978150249
Cnot2,0.009862732,0.006256157,-0.247421636
Bcat1,0.009899615,0.010158414,0.677380164
Zfp651,0.009943048,0.015037805,1.026386593
Creb3l2,0.0099586,0.012640001,0.51836392
Mgat1,0.00995759,0.012841687,0.494193775
Eng,0.009975939,0.012716077,-1.007622583
Plxdc2,0.009988768,0.010249898,-0.797951871
Rnf181,0.009992162,0.011603284,0.300793912
Zfp712,0.010028567,0.009934232,0.676560936
Nacc2,0.010048725,0.010311422,-0.599711482
Nde1,0.010061578,0.009538032,0.364016031
Pgap2,0.010059167,0.009964544,0.296831097
Jup,0.010092416,0.012809847,-1.072525287
Ptges2,0.010090656,0.01035445,0.427534379
Mlycd,0.010102443,0.006163809,0.331487158
2310009A05Rik,0.010105275,0.011009229,-0.552360495
Vapb,0.010130441,0.009026517,-0.552636738
Abcc4,0.010151635,0.009280055,-0.391626861
Clgn,0.010175856,0.015739351,1.088252788
Cdk17,0.010230781,0.006489619,0.267237185
Selenos,0.01022938,0.009757617,-0.288121569
Cerk,0.010242371,0.011893836,-0.375169423
Mrps30,0.010247367,0.007727975,-0.311290135
Dock6,0.010251206,0.011168214,0.640703022
S100a13,0.010264223,0.007740688,0.405928542
Cbarp,0.010277413,0.008602571,-0.720549553
Ndufa7,0.010285964,0.01326517,-0.329406621
Tcea2,0.010294416,0.01019758,-0.497628269
Senp5,0.010300165,0.010042001,0.366006888
Thap3,0.010312427,0.006291927,-0.337402814
Mboat4,0.010319284,0.010222214,0.605252868
Fam98b,0.010365207,0.008676058,0.476089284
1810055G02Rik,0.010370875,0.010273319,0.577560831
Zfp710,0.010383403,0.01065485,-0.453621644
Cenpq,0.010395618,0.008148971,-0.362076445
Pik3ca,0.010402715,0.012080034,0.296826592
Saysd1,0.010417026,0.010230713,-0.339715167
Swt1,0.010419275,0.007857619,0.306032833
Gm16150,0.010432286,0.017155452,-1.105644137
Use1,0.010453686,0.009971578,-0.383169968
Jade2,0.010477826,0.010379265,0.336621218
R3hdm1,0.01049461,0.009593583,-0.364372874
Kif20a,0.010525296,0.011466822,-0.60862825
Dtymk,0.010536722,0.013588558,-0.326217202
Fancm,0.010587588,0.01032222,0.525237114
Gm5124,0.010590579,0.01579951,0.87403445
Sod3,0.010592409,0.014669605,0.985128541
Tle1,0.010615018,0.006476547,-0.323307637
Ttc32,0.010617806,0.01089538,-0.488990846
Arrb1,0.010621877,0.010355649,-0.588519857
Psme3,0.010638538,0.006570386,-0.225351834
Fam160a2,0.010683807,0.012406448,0.340726153
Kidins220,0.010692673,0.010136288,0.42586097
Cd24a,0.010757672,0.010565267,-1.08339316
Nr2c1,0.010761056,0.01061372,-0.391141773
Cdkn2b,0.010764329,0.010254223,0.817514641
Chchd2,0.010849093,0.010284569,-0.38084878
Pacs1,0.010881735,0.006662655,0.30344338
Polg,0.010872718,0.006715016,-0.261119076
Pygl,0.010868004,0.010595607,1.032502538
Sfn,0.010878197,0.00969279,0.531541761
Slfn9,0.010878894,0.011163294,0.642355907
Tgfbr2,0.010866308,0.006739715,0.3511386
Vat1,0.010880435,0.011853729,0.584634496
Polr3c,0.010902276,0.012660143,-0.231657295
Sf3b4,0.010913587,0.009976588,-0.242073867
Stap1,0.01100506,0.010729228,0.450422779
Wdr36,0.011033145,0.010524314,-0.285374591
Klra1,0.011044524,0.012886032,-1.047461119
Limk1,0.011041737,0.006736901,-0.444968309
Syap1,0.011081478,0.010130065,0.323529745
1700061G19Rik,0.011100938,0.015373875,-0.750916738
Rnf167,0.011145743,0.006883638,-0.303912859
Wdr37,0.011146827,0.010632753,-0.254268171
Cep170,0.011185257,0.010904909,0.446358751
Clcf1,0.011184575,0.006824051,-0.409477185
Gnptg,0.011193545,0.010677316,0.27400568
Rictor,0.011191807,0.009703273,-0.369305457
Gabarapl2,0.011204872,0.010254164,0.297586661
Gdap2,0.011230931,0.014483836,0.286713029
Pdpk1,0.01124428,0.010659192,0.307465402
Stard9,0.011259048,0.0191863,0.766164385
Taf1d,0.011304065,0.010715866,-0.465688974
Ankrd6,0.011329514,0.030824155,-1.063054751
Lrrc1,0.011338434,0.011054247,-0.458776612
Dhcr24,0.011359709,0.011656678,0.706075023
Gm47283,0.011353623,0.011069055,-0.586825722
Heatr3,0.011365183,0.010126709,-0.282294088
Pikfyve,0.011351171,0.011148151,-0.385030629
Snu13,0.011361228,0.011076469,-0.302389065
Tmem131,0.011363376,0.01038776,-0.319999804
Nap1l1,0.011369578,0.01466264,0.29210384
1810034E14Rik,0.011417001,0.011715468,-0.481971673
Abhd3,0.011428153,0.017283869,1.050332909
Reck,0.011429631,0.010459853,-0.38468506
Mir150,0.011435967,0.01173493,-0.600787563
Mfap1b,0.01149227,0.011204227,0.29216159
Nkrf,0.011496264,0.011796803,-0.582803302
Camkk2,0.011505027,0.007019568,-0.376257067
Gm14326,0.011511439,0.015942385,0.811534244
Dpy19l1,0.011517902,0.010918577,0.426715538
Adcy7,0.011521945,0.009989502,0.313779131
1110059E24Rik,0.01153629,0.011837876,-0.442591487
Gm3788,0.011536572,0.009656533,-0.702912978
Zc4h2,0.011536735,0.011838332,-0.715496769
Fkbp3,0.011554511,0.01095328,0.273207091
Nasp,0.011568871,0.011006561,-0.413030015
Rag2,0.011567523,0.031606092,-0.629750952
Slc14a1,0.011578125,0.007064168,-0.455199434
Baz2b,0.011590307,0.010606896,-0.376925175
Plce1,0.011608101,0.031582106,-0.81720156
Plk2,0.011609053,0.009100164,-0.565786542
6330415G19Rik,0.011621631,0.01980417,-0.72755982
Gtpbp4,0.011619987,0.013493577,-0.261532502
Tacc3,0.011644189,0.011534657,-0.47064239
Gm16214,0.011650502,0.031832818,0.614752242
Rnf6,0.011655011,0.011117501,0.273518271
Mmaa,0.011682439,0.012727476,0.486784939
Cdc37,0.011690405,0.007250852,-0.313005158
Chst11,0.011692797,0.011582807,0.674391424
St3gal1,0.011720686,0.011426918,-0.478274947
Rps2-ps10,0.011738142,0.01767721,-0.84206558
AA474408,0.011771453,0.011213621,-0.548709829
Gsap,0.011771222,0.011476188,0.451870088
Coasy,0.011838671,0.009280159,-0.443443741
Ppm1f,0.011839044,0.010838727,-0.332621254
Gna11,0.011849021,0.011552036,0.330070113
Lime1,0.011869553,0.011307072,0.542637369
Gm22362,0.0118937,0.016471784,0.813368555
Msh6,0.011900197,0.015346946,-0.490404779
Amigo1,0.011903479,0.012214663,0.598361458
Rbm7,0.011964117,0.007420619,-0.337391249
Tmem38a,0.011988312,0.013060711,-0.651269657
Dus4l,0.012001541,0.015233014,-0.517007558
Trbj2-7,0.012014892,0.015315079,-0.496427285
Ndnf,0.012044056,0.011930762,0.762407634
Arrdc2,0.012065617,0.011900419,-0.41371666
Ccdc88c,0.012115916,0.007418317,0.38659814
Fbxw10,0.012128661,0.03299839,-0.933128168
Pou6f1,0.012132366,0.009149533,-0.562631402
Mfsd4b4,0.012140115,0.012457486,-0.478941091
Cdc37l1,0.012156703,0.007417176,0.290218152
Urb1,0.012162249,0.015684899,-0.288540919
Csnk1a1,0.01216716,0.010548902,-0.203549493
Ccdc112,0.012186415,0.018180251,0.935013803
Gtf3c3,0.012223963,0.012543526,-0.37574676
2610301B20Rik,0.012232948,0.012552746,0.50488564
Gatd3a,0.012231998,0.011925414,-0.426132763
Ptgs1,0.012249398,0.010253194,0.925043087
Il15,0.012268703,0.012153295,0.733591935
Exosc8,0.012282027,0.011685054,0.293330921
Hist1h2be,0.012325836,0.012209891,0.628128515
Rhno1,0.012343825,0.009676141,-0.312080366
Fads1,0.012347219,0.012670005,0.380864344
E430021H15Rik,0.012360387,0.013466069,-0.649743234
Srpk1,0.012374885,0.007576878,-0.210041664
Tacc2,0.012396122,0.007563253,-0.576686916
Inip,0.012414411,0.007574411,-0.304034142
Arsk,0.012473152,0.012355821,0.355859072
Ap2a1,0.012514888,0.009438009,0.221012385
Eipr1,0.012523826,0.009817241,-0.345399873
Dnajc21,0.01254438,0.011965853,0.277633045
Ogt,0.012559301,0.007789776,0.366778138
Tgds,0.012563,0.012338306,0.439149863
Gm33460,0.012573677,0.018757986,-0.859521524
Tug1,0.012609886,0.014643086,0.375858801
Tspan18,0.012637838,0.034530529,1.002961008
Hdgfl2,0.012732921,0.007897462,0.286044436
Ostm1,0.012740324,0.014794556,0.371932932
4921524J17Rik,0.012776669,0.012656483,-0.327251417
Tmem147os,0.012776513,0.012656329,0.491599554
Fuom,0.012844141,0.012723321,0.622284099
Nucb2,0.012854405,0.016385186,0.50144499
Etv6,0.012923483,0.011826955,0.341181569
Gas2,0.012938389,0.010829905,0.588392261
Ddx54,0.012947019,0.008030254,-0.260058301
Zcchc7,0.012956715,0.016709472,0.223260447
Gm10073,0.012975623,0.017970157,-0.763850937
Zfp141,0.013007919,0.012681887,-0.306267499
Myo18a,0.013016568,0.012416264,0.38992976
Twistnb,0.01302079,0.012420292,-0.36961051
Lilr4b,0.013047088,0.012445377,0.799322212
