,neg1,neg2,neg3,neg4,neg5,pos1,pos2,pos3,pos4,pos5
Serpind1,0,0,0,0,0,0,0,0,0,0
Snap29,5,50,54,3,1,45,22,48,11,70
Crkl,7,9,0,5,0,14,0,17,2,11
Aifm3,0,0,0,0,0,0,0,0,0,0
Lztr1,76,68,67,40,63,25,15,85,29,64
Thap7,9,7,6,7,23,14,9,7,5,13
4930451C15Rik,0,0,0,0,0,0,0,0,0,0
P2rx6,0,0,0,0,0,0,0,0,0,0
Slc7a4,0,0,5,0,0,0,1,0,0,0
Smpd4,1,64,76,100,19,47,46,63,2,58
Ccdc74a,0,0,0,0,0,1,5,0,3,0
Med15,63,2,59,9,23,28,23,20,22,37
Klhl22,28,16,14,11,3,6,17,16,12,13
Scarf2,0,0,0,0,0,0,0,0,0,0
B830017H08Rik,0,0,0,0,0,0,0,0,0,0
Car15,11,9,4,3,0,3,7,9,0,1
Dgcr2,30,44,58,34,27,53,30,30,28,55
Tssk1,0,0,0,0,0,0,0,0,0,2
Tssk2,0,0,0,0,0,2,0,0,0,2
Dgcr14,37,46,30,5,14,34,14,48,20,29
Gsc2,0,0,0,0,0,0,0,0,0,0
Slc25a1,12,47,8,13,2,18,1,12,8,10
Vpreb2,0,0,0,0,0,0,0,0,0,0
Dgcr6,0,0,0,5,0,6,4,12,0,13
Prodh,0,0,0,0,0,0,0,1,0,3
Rtn4r,0,0,10,0,0,0,0,0,0,0
4933432I09Rik,0,0,0,0,0,0,0,1,0,0
Zdhhc8,60,56,41,30,44,44,15,56,30,107
Ranbp1,122,126,195,74,78,140,65,142,39,170
Trmt2a,17,44,30,8,28,27,28,36,7,31
Dgcr8,25,24,1,5,0,16,7,27,6,20
Mir1306,0,0,0,0,0,0,0,0,0,0
Tango2,99,37,113,23,34,54,47,44,12,44
Mir185,0,0,0,0,0,0,0,0,0,0
Arvcf,0,0,0,0,10,0,2,2,3,0
Comt,53,70,27,14,7,5,9,39,16,9
Txnrd2,11,11,3,0,0,3,1,4,3,10
Gnb1l,6,27,4,2,9,6,5,21,0,13
Tbx1,0,0,0,0,0,0,0,0,0,0
Gp1bb,0,0,0,0,0,0,0,0,0,0
5-Sep,0,0,0,0,0,0,0,0,2,0
Cldn5,0,0,1,0,0,0,0,0,0,0
Cdc45,8,43,48,3,0,37,12,34,0,15
Ufd1l,213,162,221,71,216,226,119,272,109,170
2510002D24Rik,26,33,84,95,66,63,36,80,29,118
Mrpl40,136,32,123,53,12,106,37,108,63,90
Hira,5,9,3,6,4,6,7,7,6,11
Olfr164,0,0,0,0,0,0,0,0,0,0
Olfr165,0,0,0,0,0,0,0,0,0,0
Olfr166,0,0,0,0,0,0,0,0,0,0
Olfr167,0,0,0,0,0,0,0,0,0,0
Olfr168,0,0,0,0,0,0,0,0,0,0
Olfr169,0,0,0,0,0,0,0,0,0,0
Olfr170,0,0,0,0,0,0,0,0,0,0
Olfr171,0,0,0,0,0,0,0,0,0,0
Lamp3,0,2,0,0,0,0,0,0,0,0
B3gnt5,8,29,40,62,37,65,54,57,61,76
A930003A15Rik,0,0,0,0,0,0,0,0,0,0
Klhl6,213,544,735,254,333,1017,500,1090,295,836
Klhl24,21,115,57,39,10,52,39,63,34,50
Yeats2,44,11,27,4,15,65,32,59,21,44
Map6d1,0,0,0,0,0,0,0,0,0,0
Parl,57,93,88,49,48,71,37,78,28,84
Cyp2ab1,0,0,0,0,0,0,0,0,0,0
Abcc5,92,83,73,23,15,118,46,72,40,56
Eif2b5,26,9,41,20,24,44,12,47,26,38
Dvl3,0,0,4,2,0,1,2,0,0,8
Ap2m1,37,110,111,73,103,123,47,148,45,103
Gm15760,8,0,0,1,0,0,1,0,0,0
Abcf3,9,11,22,12,18,10,6,19,19,14
Vwa5b2,0,0,0,0,0,0,0,0,0,0
Mir1224,0,0,0,0,0,0,0,0,0,0
Alg3,3,26,20,2,41,19,10,37,1,20
Ece2,5,1,14,3,8,4,3,6,6,6
Camk2n2,0,0,2,0,0,4,1,0,0,6
Psmd2,190,209,353,229,81,254,156,155,115,221
Eif4g1,15,27,14,66,9,105,50,82,44,113
Snord66,0,0,0,0,0,0,0,0,0,0
Fam131a,0,0,0,0,0,1,1,3,0,0
Clcn2,0,0,0,0,0,1,0,2,0,0
Polr2h,26,44,41,22,61,87,67,49,20,69
Thpo,0,0,0,0,0,0,0,0,0,0
Chrd,0,0,0,0,0,0,0,0,0,0
2310042E22Rik,0,0,0,0,0,0,0,0,0,0
Ephb3,0,0,0,0,0,0,0,0,0,0
Gm16863,0,0,0,0,0,0,0,0,0,0
Vps8,1,8,15,1,0,7,7,4,10,7
2510009E07Rik,0,0,7,0,0,0,0,2,0,0
Ehhadh,32,0,12,21,12,7,0,25,0,7
1300002E11Rik,14,17,5,17,38,22,2,36,4,19
Map3k13,0,0,0,0,0,0,2,2,0,0
Tmem41a,13,5,0,6,10,18,8,23,0,21
Liph,0,0,0,0,0,0,0,0,0,0
Senp2,50,51,81,43,59,103,61,65,38,133
Igf2bp2,0,23,0,3,0,12,0,0,5,13
Tra2b,264,250,225,183,137,279,186,256,102,300
Etv5,0,0,4,0,0,0,7,1,0,5
Dgkg,0,0,0,0,0,2,1,0,0,0
Crygs,0,0,0,0,0,0,0,0,0,0
Tbccd1,28,29,72,0,0,29,25,7,35,32
Dnajb11,36,72,92,130,51,95,58,86,51,103
Ahsg,0,0,0,0,0,0,0,0,0,0
Fetub,0,0,0,0,0,0,0,0,0,0
Hrg,0,0,0,0,0,0,0,0,0,0
Kng2,0,0,0,0,0,0,0,0,0,0
Kng1,0,0,0,0,0,0,0,0,0,0
Eif4a2,225,285,310,166,116,300,151,325,127,279
Snord2,0,0,0,0,0,1,0,0,0,3
Snora81,3,8,2,1,0,0,7,0,1,0
Rfc4,1,0,1,2,1,0,0,0,1,2
Adipoq,0,0,0,0,0,0,0,0,0,0
St6gal1,9,51,9,2,4,93,64,142,36,234
Rtp1,0,0,0,0,0,0,0,0,0,0
Masp1,0,0,0,0,0,0,0,0,0,0
Rtp4,13,6,94,54,0,62,58,123,32,92
Sst,0,0,0,0,0,0,0,0,0,0
Rtp2,0,0,0,0,0,0,0,0,0,0
Bcl6,47,90,49,50,17,44,6,37,10,38
1110054M08Rik,10,6,8,12,7,10,9,38,0,10
Lpp,133,214,239,8,0,81,73,105,36,102
A730098P11Rik,0,2,2,1,0,2,1,0,1,12
A230028O05Rik,0,0,0,0,0,0,0,0,0,0
Tprg,0,0,0,0,0,0,0,0,0,0
Trp63,0,0,0,0,0,0,0,0,0,1
Leprel1,0,0,0,0,0,0,0,0,0,0
Cldn1,0,0,6,0,0,3,0,0,0,1
Cldn16,0,0,0,0,0,0,0,0,0,0
Tmem207,0,0,0,0,0,0,0,0,0,0
Il1rap,0,27,53,5,0,32,3,6,7,15
Gmnc,0,0,0,0,0,0,0,0,0,0
Ostn,0,0,0,0,0,0,0,0,0,0
Uts2d,0,0,0,0,0,0,0,0,0,0
Ccdc50,297,207,158,163,59,158,98,101,58,176
Gm10823,0,0,0,0,0,0,0,0,0,0
Fgf12,0,0,0,0,0,3,0,0,0,0
Mir690,0,0,0,0,0,0,0,0,0,0
Mb21d2,0,0,0,0,0,0,0,0,0,0
Hrasls,0,0,0,0,0,0,0,0,0,0
Atp13a5,0,0,0,0,0,1,0,0,0,0
Atp13a4,0,0,0,0,0,0,0,1,0,0
Opa1,14,67,3,26,4,24,20,33,21,47
Gm1968,0,0,0,0,0,0,0,0,0,0
4632428C04Rik,0,0,0,0,0,0,0,0,0,0
9030404E10Rik,0,0,0,0,0,0,0,0,0,0
Hes1,0,18,121,6,12,100,57,17,3,78
Cpn2,0,0,0,0,0,0,0,0,0,0
Lrrc15,0,0,0,0,0,0,0,0,0,0
Gp5,6,0,0,0,0,0,0,0,0,2
Atp13a3,347,198,220,152,136,170,97,196,108,321
Mir1195,0,0,0,0,0,0,2,0,0,0
Tmem44,0,0,0,0,0,5,0,0,0,7
Lsg1,37,63,59,47,19,52,46,89,45,120
Fam43a,11,3,21,7,0,61,19,25,14,53
AI480653,0,0,9,1,0,5,5,15,1,0
Acap2,2,200,121,53,2,91,32,172,38,117
Ppp1r2,31,84,146,26,46,53,39,73,11,73
Apod,0,0,0,0,0,0,0,0,0,0
Bdh1,49,57,78,66,16,83,67,85,44,83
Dlg1,41,59,132,62,82,96,31,96,76,98
Mfi2,0,0,0,0,0,0,0,0,0,0
Pigz,0,0,0,0,0,0,0,0,0,0
0610012G03Rik,61,45,113,58,53,82,64,109,53,128
Ncbp2,113,130,161,70,163,87,66,183,96,116
Senp5,64,31,16,9,20,21,14,65,23,67
Pak2,263,232,200,96,139,177,101,183,76,195
Pigx,192,112,336,128,207,255,95,259,119,178
Cep19,8,15,9,15,0,1,6,11,12,9
Lrrc33,151,19,128,66,13,102,58,112,44,76
Bex6,0,0,0,0,0,0,0,0,0,0
Fbxo45,34,53,61,35,37,17,7,46,1,40
Wdr53,0,12,24,52,0,22,22,37,26,12
Mir1946a,0,0,0,0,0,0,0,0,0,0
2310010M20Rik,0,0,0,0,0,1,0,1,0,3
Rnf168,0,8,7,4,2,10,3,15,7,17
Ubxn7,197,89,47,20,39,116,42,49,13,70
Tm4sf19,0,0,0,0,0,0,0,0,0,0
Tctex1d2,0,0,1,4,0,0,0,0,0,1
Pcyt1a,10,93,38,13,6,16,3,5,9,20
Slc51a,0,0,0,0,0,0,0,0,0,0
Zdhhc19,0,0,0,0,1,0,0,0,0,0
Tfrc,57,1,86,5,16,34,11,76,14,64
Tnk2,261,165,206,110,83,157,104,162,38,210
Gm10818,0,0,0,0,0,0,0,0,0,0
Muc4,2,0,0,0,0,0,0,0,0,3
Muc20,0,0,0,0,0,0,0,3,0,0
Gm933,0,0,0,0,0,0,0,0,0,0
1700021K19Rik,38,82,42,11,2,24,12,31,2,31
Fyttd1,24,12,92,26,15,46,22,40,15,26
Lrch3,4,0,0,0,0,0,0,0,0,5
Iqcg,0,0,0,1,0,0,0,0,0,0
Rpl35a,6,10,15,11,19,35,18,76,3,72
Lmln,0,0,0,0,0,0,2,0,0,0
Mir1947,0,0,0,0,0,0,0,0,0,0
Osbpl11,40,75,7,5,39,30,15,50,20,60
Snx4,80,60,86,87,44,214,104,135,134,232
1700007L15Rik,0,0,0,2,0,2,2,2,0,6
Zfp148,180,84,156,46,67,106,79,93,34,164
Slc12a8,0,0,0,0,0,0,0,0,0,0
Heg1,13,0,3,2,0,11,2,0,0,1
Muc13,0,0,0,0,0,0,0,0,0,0
Itgb5,0,0,0,1,0,0,1,0,3,0
Umps,53,80,36,42,11,71,47,110,40,87
Kalrn,0,0,0,0,0,0,0,0,0,0
Ropn1,0,0,0,0,0,0,0,0,0,0
Ccdc14,0,6,0,0,0,1,0,0,0,8
Mylk,0,0,3,0,0,0,0,0,0,1
1700119H24Rik,0,0,0,0,0,0,0,0,0,0
E130310I04Rik,0,0,0,0,0,0,0,0,0,0
Ptplb,152,178,213,153,84,157,44,102,46,140
Adcy5,0,0,0,0,0,0,0,0,0,0
Sec22a,3,16,0,5,0,21,5,15,8,15
Pdia5,0,29,0,0,0,0,0,5,4,4
1600019K03Rik,0,0,0,0,0,0,0,0,0,0
Sema5b,0,0,0,0,0,0,0,0,0,0
Dirc2,7,17,36,23,4,32,23,65,21,63
Hspbap1,21,42,4,2,19,15,8,11,4,16
Parp14,39,92,94,47,30,40,32,64,26,51
Dtx3l,521,554,970,190,188,561,440,435,334,875
Parp9,90,5,83,20,20,33,44,63,10,50
Kpna1,22,69,107,58,5,76,27,78,56,132
Wdr5b,0,0,0,14,0,20,15,14,1,10
Fam162a,63,167,173,86,110,126,72,126,33,139
Ccdc58,14,20,22,15,0,11,15,46,18,20
Csta,0,0,0,0,0,0,0,0,0,0
Stfa2l1,0,0,0,0,0,0,0,0,0,0
Gm5483,0,9,0,0,0,0,0,0,0,0
Gm5416,0,0,0,0,0,0,0,0,0,0
2010005H15Rik,0,0,0,3,0,0,0,0,0,1
Stfa1,0,0,0,0,0,0,0,0,0,0
BC117090,0,0,0,0,0,0,0,0,0,0
BC100530,0,0,0,0,0,0,0,0,0,0
Stfa2,0,0,0,0,0,0,0,0,0,0
Stfa3,0,0,0,0,0,0,0,0,0,0
Casr,0,0,0,0,0,0,0,0,0,0
Cd86,165,124,102,56,85,49,7,20,14,50
Ildr1,17,21,25,50,1,26,26,17,15,24
Slc15a2,0,35,19,4,0,10,3,0,16,25
Eaf2,0,0,0,0,0,0,0,0,0,0
Iqcb1,0,14,4,12,6,1,2,0,1,4
4930565N06Rik,0,0,0,0,0,0,0,0,0,0
Golgb1,24,188,18,22,12,20,21,20,6,30
Hcls1,117,175,243,193,97,267,161,243,93,259
Fbxo40,0,0,0,0,0,0,0,0,0,0
Polq,41,0,0,4,0,0,8,26,0,6
Stxbp5l,0,6,0,0,0,0,0,0,0,0
Gtf2e1,7,0,13,11,0,12,11,27,8,25
Rabl3,0,0,1,15,0,10,0,9,5,9
Hgd,0,0,0,0,0,0,0,0,0,0
Ndufb4,17,14,28,15,12,20,10,16,9,28
Fstl1,0,0,0,0,0,0,0,14,5,2
Lrrc58,219,277,289,151,146,252,271,242,139,417
Gpr156,0,0,0,0,0,0,0,0,0,0
4930542C21Rik,0,0,0,0,0,0,0,0,0,0
BC031361,0,0,0,14,0,4,0,1,0,6
Gsk3b,195,177,65,107,105,161,114,208,142,178
Nr1i2,0,0,0,0,0,0,0,0,0,0
Maats1,0,0,0,0,0,0,0,0,0,0
Cox17,845,473,1092,597,648,723,434,717,283,806
Popdc2,0,8,23,7,12,19,4,10,0,1
Pla1a,0,0,4,0,0,0,0,0,0,0
Adprh,300,387,990,526,179,434,303,390,219,620
Cd80,4,2,0,1,0,4,1,0,5,0
Timmdc1,21,30,55,59,8,35,17,28,23,37
Poglut1,3,3,17,15,15,18,6,62,13,33
Tmem39a,17,9,4,7,3,27,13,28,29,25
Arhgap31,73,81,171,28,17,48,22,44,3,48
B4galt4,11,35,0,4,27,0,0,2,0,0
Upk1b,0,0,0,0,0,0,0,0,12,0
4930435E12Rik,0,0,0,0,0,0,0,0,0,0
Igsf11,0,0,0,0,0,0,0,0,0,0
Lsamp,0,0,0,0,0,0,0,0,0,0
Gap43,0,0,0,0,0,0,0,0,0,0
4932412D23Rik,0,0,0,0,0,0,0,0,0,0
Gm19522,0,0,0,0,0,0,0,0,1,1
BC002163,30,42,42,37,54,41,26,47,16,53
Zbtb20,29,15,2,3,0,23,7,34,3,26
Gm15713,0,0,0,0,0,0,0,0,0,0
Mir568,0,0,0,0,0,0,0,0,0,0
Tigit,0,11,15,21,2,7,3,1,2,4
Drd3,0,0,0,0,0,0,0,0,0,0
Qtrtd1,54,0,5,10,20,30,6,23,12,28
2610015P09Rik,0,0,0,2,0,10,7,3,1,12
Zdhhc23,0,0,0,0,0,0,0,0,0,0
Gramd1c,0,0,0,0,0,1,6,0,0,1
Atp6v1a,93,315,285,220,161,164,136,217,34,187
Naa50,149,229,349,143,88,271,170,272,123,341
Gm608,17,1,28,5,15,52,12,34,0,26
Sidt1,20,73,16,11,5,174,133,337,129,205
Spice1,2,9,18,1,0,19,29,66,17,48
Wdr52,0,0,0,0,0,0,0,0,0,0
Boc,0,0,0,0,0,0,0,0,0,0
Mir3081,0,0,0,0,0,0,0,0,0,0
BC027231,1,19,29,24,39,13,7,33,5,13
Gtpbp8,0,5,12,4,0,10,1,6,1,4
Cd200r1,16,0,12,19,9,5,0,16,0,10
Cd200r4,16,22,17,21,19,10,0,9,9,28
Cd200r2,15,9,41,4,0,0,0,0,0,0
Cd200r3,0,0,0,0,0,6,0,0,0,3
Ccdc80,0,0,0,0,0,0,0,0,0,0
Slc35a5,20,0,198,137,39,133,39,61,25,98
Atg3,397,235,266,205,224,356,180,351,118,310
Btla,0,16,12,11,0,28,14,115,8,62
Cd200,1,17,46,11,0,12,9,30,3,9
Gm609,0,0,0,0,0,0,0,0,0,0
Slc9c1,0,0,0,0,0,0,0,0,0,0
Gcsam,11,0,10,6,0,0,0,1,12,0
BC016579,0,0,0,0,0,0,0,0,0,0
Tmprss7,0,0,0,0,0,0,0,0,0,0
Tagln3,0,0,0,0,29,0,0,0,0,0
Abhd10,46,12,69,28,18,41,17,50,9,39
Phldb2,0,3,0,0,0,3,0,0,0,0
Plcxd2,110,147,144,59,25,159,131,215,58,222
Cd96,170,202,266,135,65,147,99,180,58,265
Pvrl3,0,10,0,0,0,3,0,0,0,0
Dppa4,0,0,0,0,0,0,0,0,0,0
Dppa2,0,0,0,0,0,0,0,0,0,0
Gm5485,0,0,0,0,0,0,0,0,0,0
Morc1,0,0,0,0,0,0,1,0,0,1
Trat1,0,3,0,0,0,7,0,1,1,5
Retnlb,0,0,0,0,0,0,0,0,0,0
Retnla,0,19,0,0,0,0,0,0,4,0
Retnlg,0,0,0,0,0,0,0,0,0,0
Dzip3,0,13,42,1,0,3,2,3,0,11
C330027C09Rik,0,0,0,14,21,5,5,4,9,23
Myh15,0,0,0,0,0,0,0,0,0,0
Ift57,12,19,10,18,13,5,7,1,0,33
Cd47,897,854,822,654,483,889,666,917,388,1552
Gm6936,0,0,0,0,0,0,0,0,0,0
Gm4827,0,0,0,0,0,0,0,0,0,0
Bbx,13,137,77,33,42,77,44,77,26,125
G730013B05Rik,0,0,0,0,1,0,0,0,0,0
Ccdc54,0,0,0,0,0,0,0,0,0,0
4930542D17Rik,0,0,0,0,0,0,0,0,0,0
5330426P16Rik,18,10,17,20,0,4,12,16,5,8
Cblb,66,107,31,61,88,159,115,91,53,172
Alcam,72,18,71,18,4,23,4,13,23,11
4930404A05Rik,0,0,0,0,0,0,0,0,0,0
Zpld1,0,0,0,0,0,0,0,0,0,0
Nfkbiz,36,40,105,69,11,113,67,105,29,188
Nxpe3,83,76,72,58,28,56,34,62,15,94
Cep97,30,78,154,114,102,224,122,366,42,169
Rpl24,1,8,0,7,7,10,7,4,3,16
2310061J03Rik,10,0,11,14,6,12,6,31,0,12
Zbtb11,321,194,260,91,73,181,92,136,69,235
Pcnp,80,111,105,48,50,83,59,78,20,124
Trmt10c,42,70,10,17,37,67,42,78,42,83
Senp7,54,41,87,33,66,114,67,118,63,121
Impg2,0,0,0,0,0,2,0,3,0,0
Abi3bp,0,0,0,0,0,0,0,2,0,0
Tfg,149,122,63,113,88,173,132,129,71,174
Gpr128,0,0,0,0,0,0,0,0,0,0
Tmem45a,0,0,0,0,0,0,0,0,0,0
2310005G13Rik,0,0,0,0,0,0,0,0,0,0
Tomm70a,106,132,117,72,81,119,75,129,29,134
Nit2,10,19,39,7,3,11,3,20,9,18
Tbc1d23,26,62,0,5,0,7,13,13,15,10
Tmem30c,0,0,0,0,0,0,0,0,0,0
Cmss1,7,5,4,1,0,1,8,4,3,5
Filip1l,46,70,100,16,28,58,49,104,40,63
Col8a1,0,0,0,0,0,0,0,0,0,0
Dcbld2,28,0,0,13,4,16,5,5,0,8
St3gal6,81,124,151,78,38,80,49,100,44,84
Gm813,0,0,0,0,0,0,0,0,0,0
E330017A01Rik,0,0,0,0,0,0,0,0,0,0
Cpox,84,88,72,67,30,65,77,68,9,99
Gpr15,0,0,0,0,0,0,0,0,0,1
Cldn25,174,276,587,203,288,699,412,578,290,728
Olfr172,0,0,0,0,0,0,0,0,0,0
Olfr173,0,0,0,0,0,0,0,0,0,0
Olfr175-ps1,0,0,0,0,0,0,0,5,0,0
Olfr176,0,0,0,0,0,0,0,0,0,0
Olfr177,0,0,0,0,0,0,0,0,0,0
Olfr178,0,0,0,0,0,0,0,0,0,0
Olfr180,0,0,0,0,0,0,0,0,0,0
Olfr181,0,0,0,0,0,0,0,0,0,0
Olfr183,0,0,0,0,0,0,0,0,0,0
Olfr186,0,0,0,0,0,0,0,0,0,0
Olfr187,0,0,0,0,0,0,0,0,0,0
Olfr190,0,0,0,0,0,0,0,0,0,0
Olfr191,0,0,0,0,0,0,0,0,0,0
Olfr192,0,0,0,0,0,0,0,0,0,0
Olfr193,0,0,0,0,0,0,0,0,0,0
Olfr194,0,0,0,0,0,0,0,0,0,0
Olfr195,0,0,0,0,0,0,0,0,0,0
Olfr196,0,0,0,0,0,0,0,0,0,0
Olfr197,0,0,0,0,0,0,0,0,0,0
Olfr198,0,0,0,0,0,0,0,0,0,0
Olfr199,0,0,0,0,0,0,0,0,0,0
Olfr201,0,0,0,0,0,0,0,0,0,0
Olfr202,0,0,0,0,0,0,0,0,0,0
Olfr203,0,0,0,0,0,0,0,0,0,0
Olfr204,0,0,0,0,0,0,0,0,0,0
Olfr205,0,0,0,0,0,0,0,0,0,0
Olfr206,0,0,0,0,0,0,0,0,0,0
Olfr207,0,0,0,0,0,0,0,0,0,0
Olfr209,0,0,0,0,0,0,0,0,0,0
Olfr208,0,0,0,0,0,0,0,0,0,0
Gabrr3,0,0,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0,0,0
Mina,0,0,0,0,0,0,0,2,0,2
Crybg3,0,0,11,13,2,13,7,26,4,23
Arl6,3,0,0,0,0,3,0,6,0,3
4930547E14Rik,0,0,0,1,0,0,0,0,0,0
Epha6,0,0,0,0,0,0,0,0,0,0
Nsun3,0,0,0,0,0,0,0,0,0,0
Arl13b,107,28,40,20,41,23,19,45,18,51
Stx19,0,0,0,0,0,0,0,0,1,0
Pros1,0,0,0,0,0,1,0,18,3,4
Epha3,0,0,0,0,0,0,0,0,0,3
Csnka2ip,0,0,0,0,0,0,0,0,0,0
4930453N24Rik,104,124,113,61,77,171,78,202,51,184
Zfp654,48,70,80,20,16,58,30,47,17,65
Cggbp1,120,195,344,159,91,251,160,292,120,329
Htr1f,0,0,0,0,0,0,0,0,0,0
Pou1f1,0,0,0,0,0,0,0,0,0,0
Chmp2b,92,47,81,46,40,51,56,49,33,88
Vgll3,0,0,0,0,0,0,0,0,0,0
Cadm2,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,0,0,0
Speer2,0,0,0,0,0,0,0,0,0,0
Gbe1,90,0,37,32,9,55,37,89,39,94
D16Ertd519e,0,0,0,0,0,0,0,0,0,0
4931420L22Rik,0,0,0,0,0,0,0,0,0,0
4930567J20Rik,0,0,0,0,0,0,0,0,0,0
Robo1,0,0,0,4,0,0,0,0,0,0
Robo2,0,0,0,0,0,0,0,0,0,0
Mir691,0,0,0,0,0,0,0,0,0,0
Lipi,0,0,0,0,0,0,0,0,0,0
Rbm11,1,1,0,0,2,0,0,0,0,0
Hspa13,11,29,63,18,1,15,9,35,21,29
Samsn1,38,120,133,37,55,43,41,61,45,95
4930578N18Rik,0,0,0,0,0,0,0,0,0,0
Nrip1,12,42,10,12,1,4,6,6,2,14
1700041M19Rik,0,0,0,0,0,0,0,0,0,0
Usp25,335,158,438,328,258,354,229,264,218,481
2810055G20Rik,0,0,0,0,0,0,0,0,0,0
Mir99a,0,0,0,0,0,0,0,0,0,0
Mirlet7c-1,0,0,0,0,0,0,0,0,0,0
Mir125b-2,0,0,0,0,0,0,0,0,0,0
E330011O21Rik,0,0,0,0,0,0,0,0,0,0
Cxadr,0,23,1,9,0,13,2,0,0,17
Btg3,0,0,0,0,0,0,0,0,0,0
Gm7334,0,0,0,0,0,0,0,0,0,0
D16Ertd472e,379,382,346,201,235,314,186,195,74,404
4930478L05Rik,22,54,36,0,0,3,15,29,1,19
Chodl,0,0,0,0,0,1,0,0,0,0
Tmprss15,0,4,0,0,0,0,0,0,0,0
Ncam2,0,0,0,0,0,0,0,0,0,1
4930553E22Rik,0,0,0,0,0,0,0,0,0,0
4930529L06Rik,0,0,0,0,0,0,0,0,0,0
Mir155,0,0,0,0,0,0,0,0,0,0
Mrpl39,14,9,27,35,14,20,10,36,10,34
Jam2,0,0,0,0,0,0,0,0,0,0
Atp5j,119,107,180,191,84,172,84,246,69,195
Gabpa,81,57,20,70,9,95,48,34,11,128
App,0,3,1,15,41,20,14,27,5,23
Gm10791,0,0,0,0,0,0,0,0,0,0
Cyyr1,0,0,0,0,0,0,0,0,0,0
Adamts1,0,0,0,0,0,0,0,0,0,0
4930556C24Rik,0,0,0,0,0,0,0,0,0,0
Adamts5,0,0,0,0,0,1,0,0,0,0
N6amt1,22,45,27,8,0,7,16,27,2,33
Ltn1,62,74,44,28,2,63,48,56,20,66
Rwdd2b,2,13,5,2,1,5,5,5,0,7
Usp16,35,43,16,6,41,20,25,22,12,40
Cct8,151,225,202,97,68,178,134,215,91,163
B130034C11Rik,0,0,2,2,0,0,0,0,0,0
ORF63,0,0,0,0,0,0,0,0,0,0
Bach1,2,36,41,27,8,28,3,28,40,54
Grik1,0,0,0,0,9,0,0,0,0,0
Cldn17,0,0,0,0,0,0,0,0,0,0
Cldn8,0,0,0,0,0,0,0,0,0,0
Krtap24-1,0,0,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0,0,0
Krtap26-1,0,0,0,0,0,0,0,0,0,0
Krtap27-1,0,0,0,0,0,0,0,0,0,0
2310061N02Rik,0,0,0,0,0,0,0,0,0,0
Krtap13-1,0,0,0,0,0,0,0,0,0,0
Krtap13,0,0,0,0,0,0,0,0,0,0
2310034C09Rik,0,0,0,0,0,0,0,0,0,0
2310057N15Rik,0,0,0,0,0,0,0,0,0,0
Gm20741,0,0,0,0,0,0,0,0,0,0
Krtap14,0,0,0,0,0,0,0,0,0,0
Krtap15,0,0,0,0,0,0,0,0,0,0
Krtap19-1,0,0,0,0,0,0,0,0,0,0
Krtap16-1,0,0,0,0,0,0,0,0,0,0
Krtap19-3,0,0,0,0,0,0,0,0,0,0
Krtap19-4,0,0,0,0,0,0,0,0,0,0
Krtap19-5,0,0,0,0,0,0,0,0,0,0
Krtap19-9b,0,0,0,0,0,0,0,0,0,0
Krtap16-3,0,0,0,0,0,0,0,0,0,0
Krtap22-2,0,0,0,0,0,0,0,0,0,0
Gm10229,0,0,0,0,0,0,0,0,0,0
Krtap6-1,0,0,0,0,0,0,0,0,0,0
Gm10228,0,0,0,0,0,0,0,0,0,0
Krtap6-5,0,0,0,0,0,0,0,0,0,0
1110025L11Rik,0,0,0,0,0,0,0,0,0,0
Krtap20-2,0,0,0,0,0,0,0,0,0,0
Krtap21-1,0,0,0,0,0,0,0,0,0,0
Krtap6-2,0,0,0,0,0,0,0,0,0,0
Krtap8-1,0,0,0,0,0,0,0,0,0,0
Krtap7-1,0,0,0,0,0,0,0,0,0,0
Krtap11-1,0,0,0,0,0,0,0,0,0,0
Tiam1,0,0,25,0,0,2,0,7,0,14
Gm10789,0,0,0,0,0,0,0,0,1,0
Sod1,800,639,1142,913,779,982,576,1243,399,1234
Scaf4,17,38,37,10,10,35,16,21,6,48
Hunk,0,0,0,0,0,0,0,0,0,0
Mis18a,125,198,132,59,53,123,77,140,82,160
Mrap,0,0,0,0,0,0,0,0,0,0
Urb1,8,5,6,5,10,16,7,10,9,31
Eva1c,0,0,0,0,0,1,0,0,0,0
1110004E09Rik,67,57,172,54,35,74,44,101,67,112
Synj1,117,115,96,51,64,36,30,124,46,44
4930404I05Rik,0,0,0,2,0,0,0,0,0,0
Paxbp1,296,58,51,139,89,257,101,176,19,292
4932438H23Rik,0,0,9,0,0,1,0,1,1,11
Olig2,0,0,0,0,0,0,0,0,0,0
Olig1,0,0,0,0,0,0,0,0,0,0
Ifnar2,293,353,288,206,112,196,82,273,72,288
Il10rb,104,159,183,169,240,110,83,209,125,185
A930006K02Rik,6,29,26,8,0,9,12,21,7,10
Ifnar1,282,188,278,58,227,212,98,126,105,203
Ifngr2,67,50,28,1,48,101,110,179,43,150
Tmem50b,30,54,127,26,70,60,32,56,9,70
Dnajc28,0,0,23,1,0,0,4,4,0,3
Gart,19,27,18,39,30,30,27,47,10,70
Son,687,1014,792,422,385,741,560,978,352,1216
